490	Standard: the same count on every turn, with the deepest flexion in the middle of the arc.	标准：每个转弯数同样的拍子，最深的蹲屈落在弧线中段。
491	Standard: the shoulders keep facing down the pitch through every pivot.	标准：每次转板时肩线始终朝向坡下。
492	Standard: the skis start to turn while the shoulders still face downhill.	标准：板开始转时肩仍大体对山下。
493	Standard: the skis stay across the hill and the torso does not turn with them.	标准：雪板始终横向对坡，上身不跟着转。
494	Start analysis	开始分析
495	Static	固定机位
496	Static camera	固定机位
497	Stay centered so you can move onto the new outside ski.	不后坐，才能把重量交给新的外侧板。
498	Stay in a wedge through the turn; load the outside ski.	转弯中仍保持犁式，外侧承重。
499	Stay near the fall line	少横切
500	Stay parallel or inclination becomes banking.	站距保持平行，否则倾会变成内倒。
501	Steep/hard suggestion for fall-line moguls only; still not measured.	仅在雪包落差线课使用的陡/难建议，仍非实测。
502	Steeper groomed red run; for medium and short carve heuristics.	更陡的平整红道；适合中小弯刻滑经验课。
503	Steeps	陡坡
504	Stem	外八字
505	Stemmed transitions	换刃时出现外八字
506	Stop	停止
507	Straight-run a soft slope and bounce six times, then link the bounces into turns.	在松软坡面上直滑并起伏六次，再把起伏连成转弯。
508	Strong	优秀
509	Suggested black run; slope is not measured.	建议黑道；坡度未经实测。
510	Suggested blue run; slope is not measured.	建议蓝道；坡度未经实测。
511	Suggested green run; slope is not measured.	建议绿道；坡度未经实测。
512	Suggested mogul field; bump shape is not measured.	雪包场地建议，非包型实测。
513	Suggested off-piste inside the resort boundary; snow depth is not measured.	建议雪场界内的野雪区域；雪深不做测量。
514	Suggested park terrain; this app does not score air.	公园建议场地，本 App 不评空中。
515	Suggested red run; slope is not measured.	建议红道；坡度未经实测。
516	Suggested trail rating	建议雪道级别
517	Suggested: {snow} / {terrain}	建议：{snow} / {terrain}
518	Summary	总结
519	Switch alpine	倒滑双板
520	Symptom	表现
521	Tactic	策略
522	Tech: skeleton criteria (from knowledge base)	技术专家：骨骼判定（知识库）
523	Ten linked parallel turns on a blue run, counting one-two through every turn.	在中级道上做十个连贯的平行式转弯，每个转弯数“一—二”。
524	Ten short turns on a blue run; quiet shoulders, hands low.	蓝道平整处 10 个短弯一组，肩静手低。
525	Terrain	地形
526	Terrain and venue	地形与场地
527	Terrain needed	所需地形
528	Terrain, slope and snow are optional — set Terrain to Mogul run for mogul detection.	地形、坡度与雪况为可选项——需检测雪包滑行时请将地形设为「雪包道」。
529	Terrain park	技巧公园
530	Groomed piste	压雪道
531	Mogul run	雪包道
532	Test it	自测方法
533	The allowance is {n}	允许上限为 {n} 个
534	The camera follows the skier, so turn rhythm is measured from the body rather than the track.	镜头跟着滑者移动，转弯节奏只能从身体判断，不能从轨迹判断。
535	The camera pans during the clip; a fixed camera measures rhythm more reliably.	拍摄过程中镜头有摇动；固定机位测节奏更可靠。
536	The clip is too short to judge rhythm. Film a whole run of at least eight turns.	本段太短，无法判断节奏。请拍完整一趟、至少八个转弯。
537	The question to answer	要回答的问题
538	The shoulders keep facing down the pitch while the legs turn underneath.	双腿在身体下方转弯，肩线始终朝向坡下。
539	The shoulders stay square to the fall line while the skis slip.	雪板侧滑时，肩线始终正对落差线。
540	The skeleton is weak in this clip: get closer, keep the skier unoccluded, and avoid flat light.	本段骨骼质量差：请靠近一些拍，避免遮挡和平光。
541	The skeleton was too small or incomplete to measure.	骨骼太小或不完整，无法测量。
542	The {joints} could not be tracked in this clip.	本段视频中无法追踪到{joints}。
543	This clip is still processing. Play it when it is done.	该条目仍在处理中，完成后才可播放。
544	Three-quarter view	四分之三视角
545	Throwing the shoulders wrecks inclination.	甩肩会破坏内倾。
546	TikTok	TikTok
547	Tip the body into the turn (hips inside the arc). Heuristic only — not a measured edge angle or FIS score.	向弯心倾斜身体（髋在弧内）。仅为经验估分——非实测刃角或 FIS 得分。
548	Tips close, tails open, stance wider than the hips.	板头近、板尾开，站距宽于髋。
549	Torso downhill	上身对山下
550	Torso faces downhill	上身朝向山下
551	Train {name}.	重点训练{name}。
552	Train {name}: the standard is {standard}.	重点训练{name}：标准是{standard}。
553	Training emphasis	训练重点
554	Training venue	训练场地
555	Trim video (max 2 minutes)	剪切视频（最长 2 分钟）
556	Trough fall-line rhythm	沟底落差线节奏
557	Turn amplitude	转弯幅度
558	Turn durations stay close to each other; no long traverse between turns.	每个转弯的用时接近一致；转弯之间不夹长横切。
559	Turn faults	转弯问题
560	Turn instead of side-slipping the pitch	用转弯而不是横滑下坡
561	Turn rate	转弯频率
562	Turn shape	转弯弧形
563	Turn-by-turn	逐弯分析
564	Turns detected	检测到的转弯
565	Turns led by the shoulders	用肩带转
566	Two-footed powder bounce	粉雪双脚起伏
567	Two-footed, rounder turns in soft snow; flex and extend to make the skis surface.	在松软雪中双脚均匀受力、转弯更圆；靠蹲伸让雪板浮起来。
568	Unknown	未知
569	Undo label point	撤销标注点
570	Unlike	Unlike
571	Unscored when the head is not visible in 2D pose.	2D 头关键点不可靠则不计分。
572	Unspecified	未指定
573	Unstable camera, occlusion, or out-of-scope terrain: no stage claim.	镜头不稳、遮挡或非本课程种类时不判定阶段。
574	Unsupported file type.	不支持的文件类型。
575	Up-and-down movement	上下起伏
576	Uploading and loading…	正在导入视频…
577	Upper body down the fall line	上身朝向落差线
578	Upper-body rotation	上身旋转
579	Upper-lower separation	上下分离
580	Usable frames	可用帧
581	View	拍摄视角
582	View angle {deg:.0f}°	视角 {deg:.0f}°
583	Visual Pose	Visual Pose
584	Visual Pose — Windows	Visual Pose — Windows
585	Warning	警告
586	Weakest checkpoint	最弱要点
587	Wedge angle	犁式角度
588	Wedge christie	半犁式滑雪
589	Wedge glide	犁式直滑
590	Wedge stance	犁式站距
591	Wedge through the turn	弯中保持犁
592	Wedge to start, close the inside ski to finish.	入弯犁、出弯收内侧板。
593	Wedge to start, gradually match at the finish; do not snap shut.	入弯犁、出弯逐渐并板，禁止突然并死。
594	Wedge turns	犁式转弯
595	Wedge-glide on a green run, then open the tails and edge to a stop.	绿道犁式直滑，匀速后再推开板尾立刃停下。
596	Weibo	微博
597	Weight	体重
598	What the clip itself could tell us	这段视频本身能告诉我们什么
599	Why	原因
600	Why it matters	为什么重要
601	Why this stage	为何判定为该级别
602	Wrists below the shoulders.	手腕低于肩。
603	X	X
604	You have it when	达成标志
605	YouTube	YouTube
606	Your skis at {own} cm sit inside that band.	你现用的 {own} 厘米雪板在该范围内。
607	Your skis at {own} cm sit outside that band.	你现用的 {own} 厘米雪板不在该范围内。
608	at least {value}	不低于 {value}
609	at most {n} of {total}	{total} 个中最多 {n} 个
610	at most {value}	不超过 {value}
611	carve	刻滑
612	each side	左右各做
613	hockey stop	冰球刹
614	left ankle	左脚踝
615	left foot	左脚
616	left heel	左脚跟
617	left hip	左髋
618	left knee	左膝
619	left shoulder	左肩
620	left wrist	左手腕
621	mogul	雪包
622	ollie	豚跳
623	one-ski	单脚滑
624	parallel	平行
625	park	公园
626	race gates	旗门
627	right ankle	右脚踝
628	right foot	右脚
629	right heel	右脚跟
630	right hip	右髋
631	right knee	右膝
632	right shoulder	右肩
633	right wrist	右手腕
634	skid	搓雪
635	switch	倒滑
636	wedge	犁式
637	wedge christie	半犁
638	{fault} in {n} of {total} transitions	{total} 次换刃中有 {n} 次出现{fault}
639	{head} and {tail}	{head}和{tail}
640	{lo} to {hi}	{lo} 到 {hi}
641	{n} flagged	{n} 个有问题
642	{n} min	{n} 分钟
643	{n} more rows in the full module	完整模块中还有 {n} 行
644	{n} of {total} turns	{total} 个转弯中有 {n} 个
645	{n} of {total} turns carried this fault	{total} 个弯中有 {n} 个出现该问题
646	{n} reps	{n} 次
647	{n} runs	{n} 趟
648	{n} sessions	{n} 次训练
649	{n} sets	{n} 组
650	{n} turns	{n} 个弯
651	{n} turns · {left} left / {right} right	{n} 个弯 · 左 {left} / 右 {right}
652	{sec:.1f}s	{sec:.1f}秒
653	{sec:.1f}s  σ {std:.0f}	{sec:.1f}秒  σ {std:.0f}
654	{status} (failed, retry)	{status}（失败，可重试）
655	—	—
656	Predicted passed	预判已通过
657	Predicted passed based on {current} result	根据{current}表现预判为已通过
658	Correct result	纠正检测结果
659	Select the actual stage:	选择实际阶段：
660	Detected stage: {name}	检测阶段：{name}
661	Note (optional):	备注（可选）：
662	e.g. This is a mogul skiing clip, not a basic glide	例如：这是蘑菇滑雪视频，不是基本滑行
663	Your correction is saved locally and helps improve the detection algorithm.	您的纠正已保存到本地，将用于改善检测算法。
664	Wedge mogul run	犁式雪包滑行
665	Navigate mogul terrain with wedge or semi-parallel; absorb bumps and stay rhythmic. Early entry into mogul skiing after wedge turns.	以犁式或半犁在雪包地形中保持节奏，吸收冲击。从犁式转弯直接进入雪包训练的早期入口。
666	From wedge mogul or skid branch: absorb actively, stay on snow, do not jump.	从犁式雪包或搓雪枝进入：主动吸收贴雪，保持节奏，不要跳。
